iconUrl,league,gameItemId,name,typeLine,baseType,rarity,identified,foilVariation,corrupted,shaper,stashId,itemId,influences,currencyAmount,currencyType
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL1RlbXBsYXJDaXZpbGl6YXRpb24iLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MX1d/09ecf8ac86/TemplarCivilization.png,Affliction,a77c43650b2d400213b1a041416e08474748e7398b14f0c132a8b8169c4285ba,Militant Faith,Timeless Jewel,Timeless Jewel,Unique,True,,,,009cb9f9ba0043b8ff5128b5f503129ce2d0ef4bcdefe59103d3bf4fcfbadcae,10,,9,divine
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0thcnVpQ2l2aWxpemF0aW9uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/04aefd20e6/KaruiCivilization.png,Affliction,502cc101ab362ff8b50cdc36860bcea07be3c16bacae0445738e090712d2981b,Lethal Pride,Timeless Jewel,Timeless Jewel,Unique,True,,,,009cb9f9ba0043b8ff5128b5f503129ce2d0ef4bcdefe59103d3bf4fcfbadcae,11,,2,divine
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0VsZGVySmV3ZWwiLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MX1d/278c673716/ElderJewel.png,Affliction,2345b4f5aaefe517e13d7945cb986acf26b3a830e71a7229a9419eee295e41e7,Watcher's Eye,Prismatic Jewel,Prismatic Jewel,Unique,True,,,,009cb9f9ba0043b8ff5128b5f503129ce2d0ef4bcdefe59103d3bf4fcfbadcae,12,,1.5,divine
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0FmZmxpY3Rpb25KZXdlbCIsInciOjEsImgiOjEsInNjYWxlIjoxfV0/0794886e1c/AfflictionJewel.png,Affliction,fffc8fc45fc7f9eed85e3a96ea6790f4ce269c568900c47e3481cbbcc7db9686,That Which Was Taken,Crimson Jewel,Crimson Jewel,Unique,True,,,,c2b0f26013dd0aab24f2312119193b99abe7380a52ff040caa8fe0c5a90ce360,13,,8,divine
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL1ZhYWxDaXZpbGl6YXRpb24iLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MX1d/568c0e7c98/VaalCivilization.png,Standard,b4951bb7f7ae83a6fd046ec0d5fdd201312b21451283576d00cdf4d7f22f2eb1,Glorious Vanity,Timeless Jewel,Timeless Jewel,Unique,True,,,,eb9cbbf9ff5b691ca65d1d215fc73639879d88221a517d46afd049b42a2467a2,14,,,
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0thcnVpQ2l2aWxpemF0aW9uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/04aefd20e6/KaruiCivilization.png,Affliction,208cb2e7a09d3c074cbd37e26f8160ba77398a807a1a03553b076b5b9856444d,Lethal Pride,Timeless Jewel,Timeless Jewel,Unique,True,,,,3e68626a6549e140e7397a62343437291b020010fdc0feb669836542e001d241,15,,3,divine
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0VsZGVySmV3ZWwiLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MX1d/278c673716/ElderJewel.png,Affliction,7b5de92120aa10380d962c79bfd48784102d2090bdf3758d9686aa219ce2ec6f,Watcher's Eye,Prismatic Jewel,Prismatic Jewel,Unique,True,,,,68ae03eab1a14731b155e10705cdcae5906c483462337659c9b107b2a23ce270,16,,,
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL01hcmFrZXRoQ2l2aWxpemF0aW9uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/8e18d378b4/MarakethCivilization.png,Affliction,94b46c5b8cc737e92455b603faddcf4b5fd48fb98377c4226f30834ddf65b2e1,Brutal Restraint,Timeless Jewel,Timeless Jewel,Unique,True,,,,ba930ba0b1c77a5755d1d41a94761e49081dfd7899b8848d0fc57e34bbf7103e,17,,8,divine
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0VsZGVySmV3ZWwiLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MX1d/278c673716/ElderJewel.png,Affliction,f4390f71ce6d5c3e8f0d47ebef1fff9472c012faec58b043b480015da4568a50,Watcher's Eye,Prismatic Jewel,Prismatic Jewel,Unique,True,,,,ba930ba0b1c77a5755d1d41a94761e49081dfd7899b8848d0fc57e34bbf7103e,18,,50,divine
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL1RlbXBsYXJDaXZpbGl6YXRpb24iLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MX1d/09ecf8ac86/TemplarCivilization.png,Affliction,dc999f7feca5da74e61ee36469c59ece4e7b8b5d8428c3f0bd5f01137ec50068,Militant Faith,Timeless Jewel,Timeless Jewel,Unique,True,,,,ba930ba0b1c77a5755d1d41a94761e49081dfd7899b8848d0fc57e34bbf7103e,19,,60,divine
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0FmZmxpY3Rpb25KZXdlbCIsInciOjEsImgiOjEsInNjYWxlIjoxfV0/0794886e1c/AfflictionJewel.png,Affliction,fbfcdab985228bfb5c37c2e73df82baa19cfa56390c155be2ecfa6b1bf9ef6ef,That Which Was Taken,Crimson Jewel,Crimson Jewel,Unique,True,,,,ba930ba0b1c77a5755d1d41a94761e49081dfd7899b8848d0fc57e34bbf7103e,20,,150,divine
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL1RlbXBsYXJDaXZpbGl6YXRpb24iLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MX1d/09ecf8ac86/TemplarCivilization.png,Affliction,71b8dd12fa33a0e2ed06505929bb41c2273dfbffd6fdee92726c4da65f9ee974,Militant Faith,Timeless Jewel,Timeless Jewel,Unique,True,,,,ba930ba0b1c77a5755d1d41a94761e49081dfd7899b8848d0fc57e34bbf7103e,21,,75,divine
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0FmZmxpY3Rpb25KZXdlbCIsInciOjEsImgiOjEsInNjYWxlIjoxfV0/0794886e1c/AfflictionJewel.png,Affliction,1db6c947a382313b6a4b3db1100a1d0fbcf67a2e17ab88f2355cdd9bce84b99b,That Which Was Taken,Crimson Jewel,Crimson Jewel,Unique,True,,,,ba930ba0b1c77a5755d1d41a94761e49081dfd7899b8848d0fc57e34bbf7103e,22,,25,divine
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0FmZmxpY3Rpb25KZXdlbCIsInciOjEsImgiOjEsInNjYWxlIjoxfV0/0794886e1c/AfflictionJewel.png,Affliction,6bd2abfd20b83b095a7c1ba786adbd852589b30cdb8f8da41a10be6ffba37891,That Which Was Taken,Crimson Jewel,Crimson Jewel,Unique,True,,,,788eaece2bd8dffaaee4790c3b93cc4f7700f24319a9804977cc7814ec149c34,23,,22,divine
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL01hcmFrZXRoQ2l2aWxpemF0aW9uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/8e18d378b4/MarakethCivilization.png,Affliction,3354764fb6843e09b21cfd4063cf2fe398902560cf3add1d7266c9a9851549fd,Brutal Restraint,Timeless Jewel,Timeless Jewel,Unique,True,,,,ad77bbcb4d57a4bc69b1fe29f7ed8e890062f9f4d250f0e6b9bfac53da744878,24,,1,divine
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0VsZGVySmV3ZWwiLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MX1d/278c673716/ElderJewel.png,Affliction,95bd2adb33faf73257f0f2470c49b899ea2964364cb345e184f2be21d1327836,Watcher's Eye,Prismatic Jewel,Prismatic Jewel,Unique,True,,,,e396ec6a470134e0ee562f8092d11e552cfa7bb85b8489377d5bab6096085e2f,25,,2,divine
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0VsZGVySmV3ZWwiLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MSwicmVsaWMiOjEyfV0/1e777876fc/ElderJewel.png,Affliction,f7c38f5e87aca7372819b72e44e168b976acea9853be6823a7ac9719d87c5d56,Watcher's Eye,Prismatic Jewel,Prismatic Jewel,Unique,True,12.0,,,e396ec6a470134e0ee562f8092d11e552cfa7bb85b8489377d5bab6096085e2f,26,,2,divine
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0VsZGVySmV3ZWwiLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MX1d/278c673716/ElderJewel.png,Affliction,d4c2ffd8d7d4ae6cb01f46d902f5d50347144d24efdde5eb35457e477c029047,Watcher's Eye,Prismatic Jewel,Prismatic Jewel,Unique,True,,,,e396ec6a470134e0ee562f8092d11e552cfa7bb85b8489377d5bab6096085e2f,27,,5,divine
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0VsZGVySmV3ZWwiLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MSwicmVsaWMiOjEyfV0/1e777876fc/ElderJewel.png,Affliction,0748992799e423567c3fd843068cb172154a488f34acc28588013a91d92bce25,Watcher's Eye,Prismatic Jewel,Prismatic Jewel,Unique,True,12.0,,,e396ec6a470134e0ee562f8092d11e552cfa7bb85b8489377d5bab6096085e2f,28,,1,divine
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0VsZGVySmV3ZWwiLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MX1d/278c673716/ElderJewel.png,Affliction,f98c7e3dfbd01af600a3c35798f920ee5174e7d339aa955e179016bcb124c78b,Watcher's Eye,Prismatic Jewel,Prismatic Jewel,Unique,True,,,,e396ec6a470134e0ee562f8092d11e552cfa7bb85b8489377d5bab6096085e2f,29,,17,divine
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0VsZGVySmV3ZWwiLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MX1d/278c673716/ElderJewel.png,Affliction,ca110b2016f3721175ff029e06f216e88cddc4007edcd1f4f21251fba1ff202e,Watcher's Eye,Prismatic Jewel,Prismatic Jewel,Unique,True,,,,e396ec6a470134e0ee562f8092d11e552cfa7bb85b8489377d5bab6096085e2f,30,,3,divine
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0VsZGVySmV3ZWwiLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MX1d/278c673716/ElderJewel.png,Affliction,c6b0832ef8b79a9c8dd752ba2c8cb2efec7d3e839c3a50c40e475702946a18e6,Watcher's Eye,Prismatic Jewel,Prismatic Jewel,Unique,True,,,,e396ec6a470134e0ee562f8092d11e552cfa7bb85b8489377d5bab6096085e2f,31,,8,divine
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0FmZmxpY3Rpb25KZXdlbCIsInciOjEsImgiOjEsInNjYWxlIjoxfV0/0794886e1c/AfflictionJewel.png,Affliction,e8ba793f74750bc35ce934432f2522b29a1a17ce86b3493fcd6bbe804277e760,That Which Was Taken,Crimson Jewel,Crimson Jewel,Unique,True,,,,fd291dff8147d7c1ee28f38d455b2dc78c12579c2814a3cd320b02fbbbb63e1f,32,,,
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0FmZmxpY3Rpb25KZXdlbCIsInciOjEsImgiOjEsInNjYWxlIjoxfV0/0794886e1c/AfflictionJewel.png,Affliction,7d4d596ab622c75dd1884e6b53fed0785b62744a59d45431d59af28fdbd4e78c,That Which Was Taken,Crimson Jewel,Crimson Jewel,Unique,True,,,,906791133b7d32c7e3b60dc15181e1ea6c57b65f3aa3ac2ced410f9d01fca224,33,,,
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0FmZmxpY3Rpb25KZXdlbCIsInciOjEsImgiOjEsInNjYWxlIjoxfV0/0794886e1c/AfflictionJewel.png,Affliction,728944a566c737bbda8a80649138f8e138df3650d244a9793c9c94ec5512707f,That Which Was Taken,Crimson Jewel,Crimson Jewel,Unique,True,,,,906791133b7d32c7e3b60dc15181e1ea6c57b65f3aa3ac2ced410f9d01fca224,34,,,
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0FmZmxpY3Rpb25KZXdlbCIsInciOjEsImgiOjEsInNjYWxlIjoxfV0/0794886e1c/AfflictionJewel.png,Affliction,2b79fcf91ced4402d02fe0f7537f5eb86e8aa90f4ab25a6d58d9ac3d6b181268,That Which Was Taken,Crimson Jewel,Crimson Jewel,Unique,True,,,,906791133b7d32c7e3b60dc15181e1ea6c57b65f3aa3ac2ced410f9d01fca224,35,,,
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0FmZmxpY3Rpb25KZXdlbCIsInciOjEsImgiOjEsInNjYWxlIjoxfV0/0794886e1c/AfflictionJewel.png,Affliction,3aff8b2d9ac322335057845d2902cbdf78c0633011fc976fc4b3f5fbf8a5ff1a,That Which Was Taken,Crimson Jewel,Crimson Jewel,Unique,True,,,,906791133b7d32c7e3b60dc15181e1ea6c57b65f3aa3ac2ced410f9d01fca224,36,,,
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0FmZmxpY3Rpb25KZXdlbCIsInciOjEsImgiOjEsInNjYWxlIjoxfV0/0794886e1c/AfflictionJewel.png,Affliction,1d0ac7d285bc513ae88da1949e42f277fa2ebba3f4e020a81e46a2c67a1c040e,That Which Was Taken,Crimson Jewel,Crimson Jewel,Unique,True,,,,906791133b7d32c7e3b60dc15181e1ea6c57b65f3aa3ac2ced410f9d01fca224,37,,15,divine
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0FmZmxpY3Rpb25KZXdlbCIsInciOjEsImgiOjEsInNjYWxlIjoxfV0/0794886e1c/AfflictionJewel.png,Affliction,edf871331158415cd21d715bf23f36babddf545dee67b6326db99067db265865,That Which Was Taken,Crimson Jewel,Crimson Jewel,Unique,True,,,,906791133b7d32c7e3b60dc15181e1ea6c57b65f3aa3ac2ced410f9d01fca224,38,,,
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0FmZmxpY3Rpb25KZXdlbCIsInciOjEsImgiOjEsInNjYWxlIjoxfV0/0794886e1c/AfflictionJewel.png,Affliction,dd57c065e8e8b73c38392f886e41bb618897eb7e764c411aa9e63ae7c82fc5f0,That Which Was Taken,Crimson Jewel,Crimson Jewel,Unique,True,,,,906791133b7d32c7e3b60dc15181e1ea6c57b65f3aa3ac2ced410f9d01fca224,39,,,
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0FmZmxpY3Rpb25KZXdlbCIsInciOjEsImgiOjEsInNjYWxlIjoxfV0/0794886e1c/AfflictionJewel.png,Affliction,ffecacb5884fd24548b8f1b2a51cddb6375d64d35882fcc94a944279742fa232,That Which Was Taken,Crimson Jewel,Crimson Jewel,Unique,True,,,,906791133b7d32c7e3b60dc15181e1ea6c57b65f3aa3ac2ced410f9d01fca224,40,,20,divine
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0FmZmxpY3Rpb25KZXdlbCIsInciOjEsImgiOjEsInNjYWxlIjoxfV0/0794886e1c/AfflictionJewel.png,Affliction,7e2590dded19470266bed6886a4570efd90be40bd40cf82283bf49f238cf475e,That Which Was Taken,Crimson Jewel,Crimson Jewel,Unique,True,,,,906791133b7d32c7e3b60dc15181e1ea6c57b65f3aa3ac2ced410f9d01fca224,41,,,
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL1ZhYWxDaXZpbGl6YXRpb24iLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MX1d/568c0e7c98/VaalCivilization.png,Affliction,bc4aabbde89c2b3bd7d37eecb897fbfabb52497645fa11bfe0b3ccf009103e44,Glorious Vanity,Timeless Jewel,Timeless Jewel,Unique,True,,,,906791133b7d32c7e3b60dc15181e1ea6c57b65f3aa3ac2ced410f9d01fca224,42,,,
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL01hcmFrZXRoQ2l2aWxpemF0aW9uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/8e18d378b4/MarakethCivilization.png,Affliction,bc36394eb038138a051921cf8bb33ac7729c5aca044ad51e5752b346a274537b,Brutal Restraint,Timeless Jewel,Timeless Jewel,Unique,True,,,,906791133b7d32c7e3b60dc15181e1ea6c57b65f3aa3ac2ced410f9d01fca224,43,,,
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0FmZmxpY3Rpb25KZXdlbCIsInciOjEsImgiOjEsInNjYWxlIjoxfV0/0794886e1c/AfflictionJewel.png,Affliction,efbfd84f3bc72f2083c31841147406dc81151fa630fa9d0519c06dc079e74740,That Which Was Taken,Crimson Jewel,Crimson Jewel,Unique,True,,,,906791133b7d32c7e3b60dc15181e1ea6c57b65f3aa3ac2ced410f9d01fca224,44,,,
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0FmZmxpY3Rpb25KZXdlbCIsInciOjEsImgiOjEsInNjYWxlIjoxfV0/0794886e1c/AfflictionJewel.png,Affliction,80f927b54a3ae654e4be66c1a2281af9c31e69354576f15678b12a53f4b60b09,That Which Was Taken,Crimson Jewel,Crimson Jewel,Unique,True,,,,906791133b7d32c7e3b60dc15181e1ea6c57b65f3aa3ac2ced410f9d01fca224,45,,,
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL1ZhYWxDaXZpbGl6YXRpb24iLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MX1d/568c0e7c98/VaalCivilization.png,Affliction,93b0652b745dd27ab3425040d8dd62bfac8e3ae663d1720356e228b633537d1d,Glorious Vanity,Timeless Jewel,Timeless Jewel,Unique,True,,,,906791133b7d32c7e3b60dc15181e1ea6c57b65f3aa3ac2ced410f9d01fca224,46,,,
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL1ZhYWxDaXZpbGl6YXRpb24iLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MX1d/568c0e7c98/VaalCivilization.png,Affliction,fa914c0f22d1d739857569dc7ae132606894065216040bb5a8f5c0dba97a39b1,Glorious Vanity,Timeless Jewel,Timeless Jewel,Unique,True,,,,906791133b7d32c7e3b60dc15181e1ea6c57b65f3aa3ac2ced410f9d01fca224,47,,,
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL1RlbXBsYXJDaXZpbGl6YXRpb24iLCJ3IjoxLCJoIjoxLCJzY2FsZSI6MX1d/09ecf8ac86/TemplarCivilization.png,Affliction,1556f58cbf33f11aa996b19bea9aa4dedc2b8c1bae825cfdaab6e1b983ba1d29,Militant Faith,Timeless Jewel,Timeless Jewel,Unique,True,,,,906791133b7d32c7e3b60dc15181e1ea6c57b65f3aa3ac2ced410f9d01fca224,48,,,
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL01hcmFrZXRoQ2l2aWxpemF0aW9uIiwidyI6MSwiaCI6MSwic2NhbGUiOjF9XQ/8e18d378b4/MarakethCivilization.png,Affliction,6626f43b43b5f1afc611bdbaef78c4a0851d93392931a7a2efc59e168d48bff0,Brutal Restraint,Timeless Jewel,Timeless Jewel,Unique,True,,,,906791133b7d32c7e3b60dc15181e1ea6c57b65f3aa3ac2ced410f9d01fca224,49,,,
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0FmZmxpY3Rpb25KZXdlbCIsInciOjEsImgiOjEsInNjYWxlIjoxfV0/0794886e1c/AfflictionJewel.png,Affliction,0889ea0a230a4033a07ea7687cd0724bafd2bdc0ee7de1b3f8b179d95c68e848,That Which Was Taken,Crimson Jewel,Crimson Jewel,Unique,True,,,,906791133b7d32c7e3b60dc15181e1ea6c57b65f3aa3ac2ced410f9d01fca224,50,,,
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0FmZmxpY3Rpb25KZXdlbCIsInciOjEsImgiOjEsInNjYWxlIjoxfV0/0794886e1c/AfflictionJewel.png,Affliction,e124734793cedf6b1b64c0135dcd51edb2532bbd93fab7ca3b25fad3b2abf7f7,That Which Was Taken,Crimson Jewel,Crimson Jewel,Unique,True,,,,906791133b7d32c7e3b60dc15181e1ea6c57b65f3aa3ac2ced410f9d01fca224,51,,,
https://web.poecdn.com/gen/image/WzI1LDE0LHsiZiI6IjJESXRlbXMvSmV3ZWxzL0FmZmxpY3Rpb25KZXdlbCIsInciOjEsImgiOjEsInNjYWxlIjoxfV0/0794886e1c/AfflictionJewel.png,Affliction,1f1c620a40345cb44c346d6a212cf9101ab33e700f9335ffdb25f01523d63856,That Which Was Taken,Crimson Jewel,Crimson Jewel,Unique,True,,,,906791133b7d32c7e3b60dc15181e1ea6c57b65f3aa3ac2ced410f9d01fca224,52,,,
