stashId,public,accountName,stash,league
bb90a7dcf60fe5898e3d5c867b21ca8ccbb23db4b29590777487d73a4e527905,True,mrlexo,trade,Affliction
61962f5902babbaee1d73c893cc9977de02c4de0fecb48af4ca43d4d60d0fa46,True,ykasefgszz8,~b/o 2 divine,Affliction
321d4f64900d255d79750ca72b121fc16ec2bbd602c504d78a291d5a4a3fc1ad,True,Tadas1984,~price 5 divine,Affliction
eeceb5402a6385990eef8ef0ecb4e8431c996eca2383ddef28802fa680bf1cdf,True,Mark9,Util,Standard
187db4df7c1094c19111528b434154eac9ab0355b0bb1af3ffcac6526eec382c,True,Cpt_Balu,~price 5 divine,Affliction
ed04c4be6e031199c44884fbd5209898a758dcd2cd5cd60c71b51a0ebb6697ac,True,Vieva,Sell,Affliction
0f4972d0a8be65935ef923507572791c872000fb423dc99c19d1bfb34be440e8,True,KingQo,EXshop,Affliction
28dc2bdee6e1fe0d15dc5a06274b0d1f528d3da7c2fce376490187b16cf7d603,True,teominator7,$$,Affliction
edec764a93c8b59633af56253dc91e5280932e92ed325e1dbb7c623161447f84,True,Memelul,Sell,Affliction
d8cab06599859d0fd1aac365b6e9b563492e6dc5024a4c84077ea1e5e76aad71,True,joemo_,~b/o 1 divine,Affliction
81e4db41d0fbfb1b2e5549d8136527d4fe7f3bc1463d1c58b77373baa5577a20,True,darkness3783,Trade_1,Affliction
d2459c182fd7548674438a901dfc123cc579e179a706663728e40fa4c4323576,True,RageHaKKe,~price 1 divine,Affliction
0920a9786a3077ce480c213f2934ee3f2940a60b890558d77decca35b6b7ec56,True,RageHaKKe,~price 5 divine,Affliction
a4e619813bbcab158d1166c7852cf6e01fde8fda7355daf0c1ea303d285b4694,True,Teronon_Arveit,14,Affliction
9b4935e55bf5234c6dcb08febc398f04c6492de98f07659c2442e44654d580a1,True,OPAssasinPlayer,Money for me,Affliction
c96580c2a7185b082afc53ada198e28ba2e02806a87942eecb440d4575f55382,True,Lethess2,SELL mONEY,Affliction
6030da4a5862d809ab6b976590e2592230009557842c47563aa28e2503977585,True,GreeleyE,C,Affliction
85843848c3a07476a9a20f19fffc0efde4be2b1ab32026189c539816a82105b8,True,chelseasmile77,reroll,Affliction
f7128674862c8a1cdbcb4f97f2a295a0949ec4534ede035c1dddec99143b3394,True,ned313,Торг,Affliction
855a06ff8dc3bfd46131a286343b7646ddafc41b20561cecc000fc53fc6e6d15,True,Bedobird,$,Affliction
f8d81aee9e4111667399297e15e7783139f3d887ca2cb7fc51163f3cf75bac76,True,Banzai116,8,Affliction
a02a6b20e5e159da51b93d260fc7bbf58277de52c90865cbf61d3383606a948d,True,Gawabunga30,Exact,Affliction
c2c9d1b981e110132b66f4df93aeb1caece283d64b477116dfc1d38fe961f33c,True,Verbranding,trade 4,Affliction
9e9c50c06499fe0f78f945747e26f8ef10d242516eeee8f89f88e5ef7e9959a3,True,f1sh33,~price 1 divine,Standard
e0be2df01c6da7fbe94dd786bec083dd3a8f7c94788c949ed968f3f4019d4b7f,True,Myster1Gruizn,SELL,Affliction
89a4c9b56214be81e36cf5c75eaab2089eceb66fdb676faa0dbb1964687ce18f,True,wwwfowkr,3,Affliction
33af163c13c391810dc68c4bd05caf1fbf8a9ea280aedce55578b7c3a733bea8,True,El_Bojack,~b/o 50 chaos,Affliction
d726fe02b458af56eebad1cc20a529bdbce98adf7ec4704e5077d320e0e1d8dd,True,oal2eso,BO,Affliction
350ecfa75cc63bf067c5e02d783685d7aed9087c7c22cccf7b09977d2fe4b4bb,True,parovozAndyino,~b/o 40 chaos,Affliction
437fac3cb7f738fb5632c4227dfdffb4612286f658fbbf4244ee45e7ca23d094,True,oDer_Basti,sell bul,Affliction
5b39a3bd8661e35c234858cf545c94002ed3c7ed599f873afec2df191bad170d,True,Isdridge,~price 1 divine,Affliction
f91cb521e431da7806addd636828a35227d7e0187957a6c17d75c62724f261f4,True,B_Tonky_Huku,trade 1,Affliction
affd2f26b65f23fe7548f94760d44cf1f1df46f184660a27e3a84ca9a9cee4cf,True,Marilinda,Jewels,Affliction
7045596dd41827591db866b1c7ea4ea7ddc6d7971cdcc79d4cc4c8a8591ac9ad,True,Darichon,Sell 2,Affliction
bcd9854498fc02bcf79a01edb29aef9c7239a7f15767bbbddff292a6a6a37b82,True,Humpa,MoneyShop,Affliction
7a6b5367282461518d5ed66a4ff264540d51ecb63a0b90f0ae0460d2d5eefcf1,True,Gakjaa,6,Affliction
494bcd5bcdca0ad9ba2298b32c7ac8b38e22030cc675c8a32fcf312ad3a371dd,True,McZolik,HoT AB,Standard
338e56234bb95287875c2a3f7994708ae47bb2bb0514b7fa12078e7ce8c69b03,True,Sori77,Verkauf,Affliction
ff76b789c3f1041ad9be373590e7eb370cc633bea370aaa1c7c015d19b2dc8b9,True,VeryConfused,u,RhoAffliction (PL43690)
be07a196f2dd3b853b93f78230e0045c7a01a0cb182a357567ff0bd2e87e02d7,True,Devilpimp,~price 3 divine,Affliction
90c8c0daaeb1016a6ec6f3e91c3967596150fc75cb3720c6c51445e4dbecec00,True,Psyclub,Store,Affliction
ce11e2be5f34f249f854bc68def4a0d3aad13898fc644321c5423e1c4df1b423,True,thanshetwerkit,Wts #1,Affliction
3f6a9154cf418b2723d879fa561ae02e6fbe42cdbb499795b9ddd0ea690c2630,True,BlackGhost1412,Sell-1,Affliction
1ff74db535afaf1ce725bfa567374b2f8d2b74c4116d78b4e200e1403d4bdbb8,True,blackpink_jennie,유니크 반지&허리띠,Affliction
614b74a2dc7f09e0ef3029aeaedfc5525e9c58b440b16d570dc3e5dd7d5ce655,True,GamerForever1990,12,Affliction
a828506f14705107b45fdc3f693abdc5470f082299c1cab2bc7a8ea07727268a,True,poehefner46,Продажа,Affliction
dff75d2c4f7b684937d4987f99ae851e45eb5017a4d90b2beb8bc054512e5198,True,ivankiseliov,TR,Affliction
138827b98888c1be3656c4d51553e5498d11f95f4118e865f799efb85fb9cbf1,True,xardyel88,trade1,Affliction
cc6564ea0f37bae92d55e71847258c06c89203a46100906ee900336c5dbd561b,True,reij0,$,Affliction
d1877bbc9df854bca164dc1c33ed18f9671025ff9af42bf00f50daff1627502d,True,blöpblöp,Shop 4,Affliction
9dd386dd29bbe06fd5a19d581a45a4ec1b22e390f190eba8ec5817f93e2e75a4,True,csigacsiga,1,Affliction
73b1097d242bf683b62e809d13dcc1a2010b9c16de355d585af75124de9e748a,True,Master_logan,~b/o 1 divine,Affliction
f91f26de12c36944bf3ab2588f10b9ec64fa133b7d4bca6e92b6994d20d6c14b,True,Rafferx95,hugesales,Affliction
548edef162d82f1153422c35cdcaa003a38b1331a1bbd570f40449d8e54a3467,True,BannedForTradeMacro,UNIQUE,Affliction
f24dc5efd56ac35b395c160f83023a2777f34a5cbfd05df7fe45710c1b4310a8,True,Abilol,Sell,Affliction
0f6924b7ab1cd7396a14c2a43cba35e751fe257e87965d7cfd7fbab60cab2145,True,TaterTitMcGee,BIG BOI STUFF,Affliction
93f28d5af67dd81923b4cb0b48c07cd7449f99dc5d3ad300c49b8d9473286e8b,True,Ёборотень,=),Affliction
3a8638556d7547fa2a1202ef90a7439c15307e69ceda12dd8d8ba7ba27e085de,True,MarcoLG92,Jewel,Affliction
a53d9187bf651a3b773af9e9bfa93865ac739977558a244b5d56046af44c98eb,True,Struzor,Wand Blast,Affliction
61fa3d971ca5acf184acb841b0b2a2cca27d03d0ad6c50370eac86b0d3b31788,True,KylarStyrn,~b/o 1 divine,Affliction
0c7218a85afef6fbede3bd67b0054cbdf6f6c88f2834b1dda42ffaf1d2979478,True,AshesGER,1,Affliction
8f1498b6e4decc2fc10803e8d3ebe81286a74a6462d562c8ae1dc7dc79209267,True,MaciekFnatic,~b/o 150 chaos,Affliction
344f8abc4fa1f85d21966161b5aaba8b4de345c7db0ffa1a99a5155ad8a2a58e,True,SonnyDeuce,broooos,Affliction
d57dd95b5717a4be9696baac4760513d42c100b27a7a3f9a1e2fc28afe978837,True,DaddyHardy,Sell,Affliction
10e5ff6ad496735739f7fb9c1d49dfd285065f6f730bb68ebc886d72bb959253,True,insidemydreamss,bolshaya taba,Affliction
93be8ed9f223033137170fdddde1b0d35027277d07f3b2d2b8c64a895f3e8180,True,mortennost,T2,Affliction
3ad69571d9b1954ac3e85033dd5fb8a889da0db2cfceae120fa36f6766247015,True,Addanck,shop,Affliction
44d82c1434306c6caf8dee96203394add7279528165d7ac5a235e650add1d84f,True,hellsike,Shop,Affliction
b6318f21a60f56601ef8240cc0810acbf3180ef03d6b60caa9ca3554ac0e6f9f,True,MataDinos,$$$3div+$$$,Affliction
4767d82b28050d4f202c69ae372997bd1f4b2c9f58ada8310267462014299b87,True,꽃무린,거래,Affliction
a52fd5c889a825a8fbbe50fc7f458fd25c4c06c7de0d944897b88be7baa54786,True,Lilylul,SELL,Affliction
83be9a7afbc666a4a7700d92808d94f317cb810df473bdfc93b0e1fe9886528a,True,Frizick,Big tab,Affliction
55adb8e8ecd10af35d7ff0b4eeb42a0af39419aeeba7a55ef9a1a750ffe312e6,True,Unaraneasu,~price 5 divine,Affliction
bfa1a0a035f887b5d3be0a9431def67018b21afd0fd2b110ab30be409d17205b,True,Wialeer,НА СТАНДАРТ,Affliction
0161d415f0082defd79030e30949b46565a13966926bc3b1eeb7e368fd84069c,True,simonius1993,,Affliction
3b6e4104c4e50c95c3fe2b61736a6cb45753227d8d731edd94ef8718c7f5525a,True,tupaiasuka,$,Affliction
77fbb8ca05fc1964f582e7abb957ab8ffaf746ccaba860d4fda818406e7fb658,True,DrinkWaterDaily,Trade,Affliction
afa3f3a5dc31f4d105a89f2ccb08d2999cceafe9443e13f5fb701b9ee2fcfa12,True,Emil1235,$$$,Affliction
0fc799047041d3b0febfd23328e4be37f6db65ddcff5cf3d649b6e8c2a02c523,True,opallios,42,Standard
33e22e7b01322b69f081e582c1b0af930f924bfad5f105ff4f55387e9f4ca2bf,True,alive_ae,~price 3 divine,Affliction
205c6641066d0579186b17fe7b4ccc932abaebe5bd145a8b65f809982c4ba030,True,Wndrchld,WTS_1,Affliction
5577e59a832c68413a9ef1c77c40f2b1b81ed5786ffc412d31b212eddcc1f4bc,True,NightMan,sell2,Affliction
6a72706e8ff95f010240f3752c559b9dbb9fa5bffbe1f49e7d999c93a2bb801c,True,Slakxina,Sell stuff,Affliction
0bf47036445b9153bc455468aaa1dc9e76c85de25883081c5d7305fcc3c2d859,True,MasterBK,sale,Affliction
31e13baca4a97aa8a31febc114321993ee533797d1b5db6e7dff6d6cba961b70,True,NikodemR,SHOP,Affliction
558ea6b293537291aaa845f2147fe21a6289c6678698be1a3c669d30848c5bfc,True,szmm,sell,Affliction
4a8c2d17d8758de22e2d2616f7062f0e0da8858574ba56e6854ecc84d88a07c5,True,krobeN1337,$,Affliction
ff40574213e2fbd94c21b32385f755e13b436fb133e9bd22801f94e92ca8c950,True,MikeLuthor1,Sell,Affliction
f1c6e104317344b0a7848d22c64834a1960fa7a7f6167510f28450a607823065,True,Valrek,Sell,Affliction
970792c13bceba9b99df9cbb60f4a5ec96c7a264a7f6bb742b364f6407407e4b,True,MamoruSempai,5,Affliction
9af651906871be6a2071c08d2d44d7038880ae2052d8f216fad7f252dad151a0,True,Beshøp,~price 5 chaos,Affliction
bb2fd7a756184f3ffd071ee75766b16e54516d8545afd44b48f91d357fee96b5,True,Ustariz,~price 1 divine,Affliction
6b99c34b250407f9599dbbdfb00af6e5fb28ebef8b14d7abd0ebcdccb58ceeec,True,fzNZer0,~price 50 chaos,Affliction
b12bdaa1598a25dafcfdee65764e6c9c3cb1ccc82ec7dfed058598c7e3c2b438,True,Sindragosu,~price 3 divine,Affliction
0f8088f501bbc175bb886093a58a273f4b4686931dea6d247e790deb0b67666a,True,Salpuga1336,4,Affliction
4bfbd31fb5db16463cc1fc9bc0b17da456462dc44c55fbaf831eaaf7099e5cb2,True,앗흥어흥,해체,Affliction
286868fbe1fa54cbcda6aeb77f1f1e9aaa6a485955e4bbd89f0fc313820969ff,True,Livithan,Sell,Affliction
615c6de8f4281dcb847715766ba59197ac624a84c2a32dc0f9364aff5327bcde,True,Joshi_Willared,~price 1 divine,Affliction
e072469f8debfa399cca02d3ef81ee17a70624835cad836c4b994e319da64344,True,Karrmer,UNI,Morgie clears all ubers LHP LMC (PL45125)
994777630780bb2c8a547e42564f59ea2937de2e8346851cf1a9d5e9cc2ebe8d,True,anhtunghtk1,bando,Affliction
aeef4c173b6c9872077e963aa6f039b635c0b8b661abc02c7813549ad09616e8,True,CDhoon,Trade,Affliction
be53da4d038027599487ef311b0b0d1ecab717995f6c8131bcbd3dab6c4f1ac4,True,Quazzn,Junkyard,Affliction
8a992c31edd3108dac7dfb45063359caba1c20cd8e0745761946545143ef3278,True,KIRILLKUTS,5,Standard
f76d91ff706415a2d19fa788d97e0cef75f9e855e7ae7b62665bfdb7c44961b2,True,xxreperxacexx,sell,Standard
bd97adcdd78421cbc0556ed7dcfe53d81498219492286cfeeac530886b9010f8,True,ZenithOfHeaven,~b/o 5 chaos,Affliction
94722803975ac7e3958b53c5bcf7c1f2fc7b9d54844d060c1e4df66303d6ac83,True,raystormnimbus,$$$,Affliction
22f434450df07299c204b9adbe73659207f0b91a4d18b1b5911b93cf2e6ba9b1,True,IllProgram,shop,Affliction
b3629fe19872300cf692dbdb10d5370ae4d2e545a420497b467636afa5592e69,True,Xzept239,S1,Affliction
9cf6a6b99cf3cffe42a17b8bcac9ca968009879093da1cd861c7c5956a9e95f3,True,porse199787,TRASH,Affliction
b07324cfecb303ef67470fbe26c7360cf67e2d0a24363d197ce89ef4dab76e0b,True,Orenite,==$,Affliction
5a7a75959eb317b37f26500bc065da1f7bc2dcef340b6627b33644c46d313dc5,True,Skopas,8,Affliction
cc84ab5820b7ae5d00e8865cd75537b40ac2ef9687ec0cd26927569213911e0d,True,Horatiu,~price 100 chaos,Affliction
5d109e0b2959ecab808975a50e59921e81d9b09058a45bc186844d500ccc7d59,True,trixxx88,~b/o  chaos,Affliction
8a9dfd680c3739b4c84330aaf59c0e5d7e59cf8d3f28b62a3fd7d36dfce13358,True,Surowy138,~b/o 0.8 divine,Affliction
c256d5ad76a4821917736edccde513430d90c8f23cfe3e0b57d12d118b5c6b77,True,Surowy138,~b/o 2 divine,Affliction
0d5e3cfab6fa265a98f87c8f7c352d3e77ee9d932c260409e882a3c8c1bef362,True,Surowy138,~b/o 1.2 divine,Affliction
cb725aba993f029d5d300786f590ee9798916bd5bdfff2081297975cdbee93dc,True,didi84210,~b/o 1 divine,Affliction
b94e16a5b6a9d2d270ff1363c4200f3070f7bb322ac037ea066bff70e9076f2a,True,0nlyC0SmA,2,Standard
314756facea43e134b185565a0b7a4386fd9547c375499e3ddd102bc5beb8d12,True,ryuwinter77,~b/o 2.22 divine,Affliction
3cfd448c63c834fd78916abf72aae632a6b899bca38cd7d5b243e6c451a3685a,True,Tazu,sell,Affliction
ac56711a75a80c98123f86e678914df006c02e786e53b0e300e26ffec2b2a972,True,Kanuman93,~b/o 1 divine,Affliction
b9e1a0d8f85d9bcaa362eb198f13a4db5dab5b42313a8b6d3210e03ef476e2fe,True,Jewbacca28,8,Affliction
5337cb9eba0ca3462f43a2714f0d0bd289c278bd48824a5a5216b0e9506805cb,True,kingkano,sell 2,Affliction
807548562ea70ffc62a6f14d75ba8b96fe1523e070efd0d338f7f2d992c40430,True,Blues13,SALE,Affliction
c1f77b6eb2165d5a9e084757ecf15e59935c91c786986d96a031ee66800db052,True,ein1337erMilch,Sale_5,Standard
22dafbc82a35984ed3fe2afa38c17a63970dddd08e0d22dedf20600f6dbdd31f,True,Mastema88,Small 1,Affliction
62a24c9687917d17522c88d30f5fc6d743ec77dd4669c5a8d4b86b619908cb23,True,Tohxiq,~b/o 1 divine,Affliction
23cc2786e51acbb43954a908a37034b3f058b38f7d073113d12fd371ec6f6696,True,Kroxxie,~price 1 divine,Affliction
9bb5c5bbb29ab025cc92edba33f1e795bc3242e32cee4e69c8a5d9d4c4e6aeb0,True,Bollah,Sell Individually,Affliction
95feb147105354560595f6602e0553a41c18e93ed8b93901fdc806dde5b4baae,True,Ozù,~price 180 chaos,Affliction
27ae5a0c22aaf71dbaf5ac00ed7d637750fa8d0e5b963df9c252d099b1ffaab4,True,qkrglacks94,~price 30 divine +++,Standard
ec32d64dce09cb51a45b5e1a8ffa9711c83d59deb48e39a30bf42b26bbe49cd0,True,Qnilingus,~b/o 80 chaos,Affliction
a64351a4899f7fd1b67d0fcc16f75f20bdef55dc20598d6b39cd28ed8e63150a,True,ghbdtnpbv,торг,Affliction
a541e9efc8579998747d296c4d00f5d7f500675b86b082c50b22882168a3b072,True,druidwig,sales,Affliction
54c77a042254c1e2ce22bb8565bb4c6cf31487613131167208979fdefd40a3a0,True,Merth16,for sale,Affliction
5a2f63cac4d17e8d3439a2e3b9cbe065ab4df6d0af5fd1076191eec28d5ade7e,True,Hell0o,11,Affliction
4adcd65cc341c4d73370a0a325e6e265bb4a07be3637302481c6254f33a0e838,True,Thanq,Sale,Affliction
6ac83973108616c8e03238a7ac4871515b7312bee48955ea065b1fc45cee1495,True,lenlee,sale,Affliction
1c4f4f98896d1f3ae7b4b8a5ba4325722fb7e5f71c7dafcfe3d72745b02d8f54,True,50bent,$$$,Affliction
