itemId,range,position,modifierId
60,0.6666666666666666,0,105
60,0.4,0,143
60,0.6923076923076923,0,185
61,0.8999999999999999,0,147
61,0.6666666666666666,0,168
61,0.42857142857142855,0,173
62,0.85,0,137
62,0.4,0,178
62,0.65,0,159
63,0.6666666666666666,0,94
63,0.44,0,116
63,1.0,0,93
63,0.42857142857142855,0,86
64,0.5,0,135
64,0.3333333333333333,0,127
64,0.6923076923076923,0,185
65,1.0,0,187
65,0.8,0,175
65,0.9142857142857143,0,172
65,0.0,0,127
66,1.0,0,226
66,0.5,0,227
66,0.5,0,228
66,0.8,0,281
67,0.5,0,226
67,0.5,0,227
67,0.5,0,228
67,0.8,0,285
68,0.48933333333333334,0,0
68,0.25,1,1
69,0.8,0,111
69,0.6666666666666666,0,146
69,0.5571428571428572,0,171
69,0.6153846153846154,0,185
70,0.6,0,181
70,1.0,0,108
70,0.75,0,110
71,0.35975,0,23
71,0.5,1,24
72,0.34275,0,23
72,0.5,1,24
73,0.7,0,177
73,0.7777777777777778,0,182
73,0.92,0,175
74,0.5,0,226
74,0.5,0,227
74,0.5,0,228
74,0.0,0,271
75,1.0,0,226
75,1.0,0,227
75,0.0,0,228
75,0.7,0,265
76,0.27564102564102566,0,7
77,0.0,0,226
77,1.0,0,227
77,0.5,0,228
77,0.4,0,292
77,0.3,0,240
77,0.6,0,249
78,0.6602564102564102,0,7
79,1.0,0,226
79,0.5,0,227
79,1.0,0,228
79,1.0,0,246
79,0.43333333333333335,0,248
79,1.0,0,255
80,0.8653164556962025,0,3
80,0.25,1,4
81,0.733125,0,23
81,0.25,1,24
82,0.9,0,137
82,0.9166666666666666,0,147
82,0.8,0,136
82,0.9230769230769231,0,185
83,0.0,0,226
83,0.5,0,227
83,0.5,0,228
83,1.0,0,283
83,0.5,0,240
84,0.7692307692307693,0,170
84,0.7333333333333333,0,87
84,0.8333333333333334,0,122
84,0.55,0,115
85,0.6,0,88
85,1.0,0,85
85,0.75,0,103
86,1.0,0,165
86,1.0,0,187
86,0.98,0,116
86,1.0,0,140
87,0.7,0,85
87,0.7333333333333333,0,179
87,1.0,0,81
87,1.0,0,97
88,0.5,0,226
88,0.0,0,227
88,1.0,0,228
88,0.6,0,287
89,0.5,0,226
89,1.0,0,227
89,1.0,0,228
89,0.6666666666666666,0,246
89,0.4,0,287
90,0.0,0,226
90,1.0,0,227
90,1.0,0,228
90,0.95,0,237
90,0.6,0,257
90,0.7083333333333334,1,258
91,1.0,0,226
91,0.5,0,227
91,1.0,0,228
91,0.665,0,232
92,0.5,0,226
92,0.0,0,227
92,0.5,0,228
92,0.4,0,271
93,0.0,0,226
93,0.5,0,227
93,0.5,0,228
93,0.3,0,247
94,0.0,0,226
94,0.5,0,227
94,0.5,0,228
94,0.6,0,271
94,0.5,0,280
95,1.0,0,226
95,0.5,0,227
95,0.5,0,228
95,0.25,0,279
95,0.8,0,233
96,0.0,0,226
96,1.0,0,227
96,0.0,0,228
97,0.6046511627906976,0,22
98,0.5,0,226
98,1.0,0,227
98,1.0,0,228
98,0.10000000000000009,0,250
99,0.046511627906976744,0,22
100,0.0,0,226
100,0.5,0,227
100,0.0,0,228
100,0.75,0,289
100,1.0,0,267
101,0.6666666666666666,0,106
101,0.6666666666666666,0,129
101,0.7142857142857143,0,142
102,1.0,0,226
102,0.0,0,227
102,0.5,0,228
103,0.0,0,226
103,1.0,0,227
103,0.5,0,228
103,1.0,0,273
104,1.0,0,226
104,0.0,0,227
104,0.0,0,228
104,0.2,0,268
105,0.0,0,226
105,1.0,0,227
105,1.0,0,228
105,0.4,0,282
105,0.75,0,284
106,0.7333333333333333,0,157
106,0.6666666666666666,0,84
106,0.6,0,158
106,1.0,0,140
107,1.0,0,226
107,1.0,0,227
107,1.0,0,228
108,0.5,0,226
108,0.5,0,227
108,0.0,0,228
108,0.1,0,247
108,0.6,0,249
109,1.0,0,226
109,1.0,0,227
109,0.0,0,228
109,0.0,0,229
109,0.31999999999999984,0,250
110,0.7906976744186046,0,22
111,0.5581395348837209,0,22
112,0.37209302325581395,0,22
113,0.0,0,226
113,1.0,0,227
113,1.0,0,228
113,0.75,0,280
113,0.0,0,268
114,0.6,0,99
115,0.5,0,226
115,0.5,0,227
115,0.0,0,228
115,0.45999999999999996,0,250
116,0.5,0,226
116,0.0,0,227
116,0.0,0,228
116,0.9,0,282
116,1.0,0,270
117,0.5,0,226
117,0.0,0,227
117,0.5,0,228
118,1.0,0,226
118,1.0,0,227
118,0.0,0,228
118,0.8,0,242
119,0.0,0,226
119,0.5,0,227
119,0.0,0,228
120,0.9,0,111
120,1.0,0,179
121,0.7166666666666666,0,147
121,1.0,0,96
121,1.0,0,140
122,0.5,0,180
122,0.6,0,83
122,1.0,0,141
122,0.42857142857142855,0,91
122,0.3076923076923077,1,92
123,0.5333333333333333,0,145
123,1.0,0,120
123,0.4,0,130
123,0.36666666666666664,0,152
124,0.4,0,138
124,1.0,0,137
124,0.6857142857142857,0,172
125,0.4666666666666667,0,138
125,0.55,0,137
125,0.6666666666666666,0,139
126,0.8666666666666667,0,169
126,0.8571428571428571,0,173
126,0.75,0,81
126,0.9,0,136
127,0.7333333333333333,0,145
127,0.6,0,134
127,0.8,0,175
128,1.0,0,165
128,0.8666666666666667,0,90
128,0.6666666666666666,0,131
128,0.5428571428571428,0,172
129,0.7333333333333333,0,145
129,0.5,0,123
130,0.8846153846153846,0,6
131,0.6666666666666666,0,165
131,0.4666666666666667,0,169
131,1.0,0,140
132,0.8846153846153846,0,7
133,0.95,0,109
133,0.875,0,148
133,0.6666666666666666,0,140
133,0.5714285714285714,0,142
134,0.5714285714285714,0,144
134,1.0,0,126
134,0.8666666666666667,0,152
135,1.0,0,184
135,0.8,0,81
136,0.9,0,90
136,0.7,0,151
136,0.3333333333333333,0,127
136,0.95,0,130
137,1.0,0,226
137,1.0,0,227
137,0.0,0,228
137,0.5,0,284
138,0.6,0,172
138,0.92,0,186
138,1.0,0,139
138,0.75,0,124
139,0.95,0,120
139,0.6666666666666666,0,184
139,0.85,0,112
140,1.0,0,133
140,0.9,0,102
140,0.7,0,81
141,0.6,0,137
141,0.6666666666666666,0,129
141,0.6666666666666666,0,82
142,0.5714285714285714,0,187
142,0.6153846153846154,0,174
142,0.0,0,127
142,0.8571428571428571,0,86
143,1.0,0,144
143,0.5,0,173
143,1.0,0,94
144,0.6,0,83
144,0.55,0,136
144,0.75,0,124
145,0.9791139240506329,0,8
145,0.5,1,9
146,0.7362666666666666,0,0
146,0.25,1,1
147,0.7112658227848101,0,8
147,0.0,1,9
148,0.26164556962025315,0,8
148,0.0,1,9
149,0.8,0,135
149,0.6833333333333333,0,159
149,1.0,0,136
150,0.29373333333333335,0,0
150,0.25,1,1
151,0.683625,0,23
151,0.0,1,24
152,0.7816,0,0
152,0.25,1,1
153,0.5714285714285714,0,187
153,0.6,0,178
153,1.0,0,156
153,0.7692307692307693,0,185
154,0.0,0,226
154,1.0,0,227
154,0.5,0,228
154,0.6250000000000001,0,261
154,0.0,0,269
155,0.16025641025641027,0,7
156,0.7906976744186046,0,22
157,0.16279069767441862,0,22
158,0.7209302325581395,0,22
159,0.37209302325581395,0,22
160,0.5525316455696202,0,3
160,0.25,1,4
161,0.06976744186046512,0,22
162,0.400875,0,23
162,0.25,1,24
163,0.16430379746835444,0,8
163,0.0,1,9
164,0.547625,0,26
164,0.0,1,27
165,0.211375,0,23
165,0.5,1,24
166,0.98075,0,26
166,0.0,1,27
167,0.6440506329113924,0,8
167,0.25,1,9
168,0.5714285714285714,0,173
168,0.7,0,159
168,0.4,0,113
169,0.4727848101265823,0,8
169,0.5,1,9
170,0.0,0,226
170,0.5,0,227
170,0.5,0,228
170,0.2,0,287
170,0.75,0,278
171,1.0,0,163
171,0.6,0,128
171,0.45,0,130
171,0.8,0,95
172,0.0,0,226
172,0.0,0,227
172,0.5,0,228
172,0.7,0,251
172,0.9,0,233
173,1.0,0,226
173,0.5,0,227
173,0.0,0,228
173,0.26666666666666666,0,259
174,0.8571428571428571,0,144
174,0.7142857142857143,0,173
174,0.65,0,81
175,1.0,0,226
175,0.5,0,227
175,0.5,0,228
175,0.4,0,273
175,0.1,0,265
176,1.0,0,226
176,0.0,0,227
176,1.0,0,228
176,0.0,0,285
177,0.281625,0,23
177,0.5,1,24
178,0.0,0,226
178,0.5,0,227
178,0.0,0,228
178,0.1,0,282
178,0.0,0,243
179,1.0,0,226
179,0.0,0,227
179,0.5,0,228
179,0.5,0,293
180,0.1320253164556962,0,3
180,0.0,1,4
181,0.0,0,226
181,0.0,0,227
181,1.0,0,228
181,0.5,0,288
181,0.5,0,280
182,0.0,0,226
182,0.5,0,227
182,0.5,0,228
182,0.2,0,291
182,0.0,0,267
183,0.5,0,226
183,0.5,0,227
183,0.5,0,228
183,0.75,0,278
183,3.0,0,266
184,1.0,0,226
184,0.0,0,227
184,1.0,0,228
184,0.5,0,289
184,1.0,0,243
185,0.0,0,226
185,0.0,0,227
185,0.0,0,228
185,1.0,0,229
185,0.0,0,285
186,1.0,0,226
186,0.5,0,227
186,1.0,0,228
186,0.15,0,289
186,0.45,0,253
186,0.4,0,236
187,1.0,0,226
187,1.0,0,227
187,0.0,0,228
187,0.5,0,253
187,0.2,0,263
187,0.2,0,243
188,0.5,0,226
188,0.5,0,227
188,0.0,0,228
188,0.1,0,240
189,0.0,0,226
189,1.0,0,227
189,0.5,0,228
189,0.3333333333333333,0,259
190,0.0,0,226
190,0.0,0,227
190,0.5,0,228
190,0.6000000000000001,0,238
191,0.0,0,226
191,1.0,0,227
191,1.0,0,228
191,0.4,0,285
192,0.0,0,226
192,0.0,0,227
192,0.5,0,228
193,0.915875,0,23
193,0.5,1,24
194,0.18658227848101266,0,8
194,0.25,1,9
195,0.3192,0,0
195,0.0,1,1
196,0.0,0,226
196,0.5,0,227
196,0.5,0,228
197,0.0,0,226
197,0.0,0,227
197,1.0,0,228
197,0.2,0,231
197,0.3333333333333333,0,235
198,0.0,0,226
198,1.0,0,227
198,0.5,0,228
198,0.85,0,253
198,0.5,0,284
199,0.0,0,226
199,0.0,0,227
199,1.0,0,228
199,1.0,0,242
199,0.4,0,245
200,0.5,0,226
200,0.5,0,227
200,1.0,0,228
200,0.9,0,254
200,0.2,0,236
200,0.0,0,268
201,0.5,0,226
201,0.5,0,227
201,0.0,0,228
201,0.4666666666666667,0,246
201,1.0,0,239
201,0.8,0,268
202,0.5,0,226
202,0.5,0,227
202,0.0,0,228
202,0.0,0,289
202,0.4,0,271
203,1.0,0,226
203,1.0,0,227
203,0.5,0,228
203,1.0,0,229
203,0.8,0,291
203,0.75,0,276
204,1.0,0,226
204,1.0,0,227
204,1.0,0,228
204,0.25,0,267
204,0.3,0,245
204,0.0,0,276
205,0.0,0,226
205,0.5,0,227
205,1.0,0,228
205,1.0,0,269
205,0.8,0,255
206,1.0,0,226
206,0.5,0,227
206,1.0,0,228
207,0.5,0,226
207,1.0,0,227
207,1.0,0,228
207,1.0,0,287
207,0.4,0,270
208,1.0,0,226
208,0.5,0,227
208,1.0,0,228
208,0.3599999999999999,0,250
208,0.85,0,247
209,0.0,0,226
209,0.0,0,227
209,0.5,0,228
209,0.2,0,255
210,1.0,0,226
210,0.0,0,227
210,0.0,0,228
210,0.36666666666666664,0,248
211,0.0,0,226
211,1.0,0,227
211,1.0,0,228
211,0.9333333333333333,0,252
212,0.5,0,226
212,0.5,0,227
212,0.0,0,228
212,0.6,0,289
212,0.35,0,231
213,0.5,0,226
213,0.0,0,227
213,0.5,0,228
213,0.6,0,290
213,0.4,0,270
214,1.0,0,226
214,0.5,0,227
214,0.0,0,228
214,0.35,0,281
214,0.0,0,242
215,1.0,0,226
215,0.5,0,227
215,0.0,0,228
216,0.5,0,226
216,1.0,0,227
216,0.0,0,228
216,0.3333333333333333,0,252
216,0.8,0,263
217,0.0,0,226
217,0.5,0,227
217,1.0,0,228
217,0.5,0,237
218,0.0,0,226
218,0.0,0,227
218,1.0,0,228
218,0.25,0,261
218,0.3,0,251
219,0.4336708860759494,0,8
219,0.5,1,9
220,0.6666666666666666,0,165
220,0.5333333333333333,0,99
220,0.6,0,153
221,0.8604651162790697,0,22
222,0.05275,0,23
222,0.0,1,24
223,1.0,0,226
223,1.0,0,227
223,1.0,0,228
223,0.45,0,281
224,0.6,0,172
224,0.7692307692307693,0,174
224,0.7,0,81
225,1.0,0,88
225,1.0,0,165
225,1.0,0,126
226,0.117,0,23
226,0.0,1,24
227,0.9807692307692307,0,6
228,0.9807692307692307,0,7
229,0.6634177215189874,0,3
229,0.5,1,4
230,1.0,0,226
230,0.0,0,227
230,1.0,0,228
230,0.95,0,231
230,0.4,0,274
231,0.0,0,226
231,1.0,0,227
231,1.0,0,228
231,0.3999999999999999,0,244
231,0.5,0,276
231,0.9,0,233
232,0.6923076923076923,0,170
232,0.6666666666666666,0,129
233,1.0,0,117
233,0.6,0,137
233,0.5142857142857142,0,172
233,0.4,0,113
234,1.0,0,181
234,0.5,0,137
234,0.6666666666666666,0,184
235,0.0304,0,0
235,0.0,1,1
236,0.6,0,138
236,1.0,0,160
236,1.0,0,161
236,1.0,0,162
236,0.6,0,179
236,0.4,0,176
237,0.775,0,148
237,1.0,0,184
237,1.0,0,128
238,1.0,0,119
238,1.0,0,118
238,0.4666666666666667,0,131
238,0.7333333333333333,0,157
238,0.5333333333333333,0,158
239,0.6666666666666666,0,145
239,0.7333333333333333,0,87
239,0.6666666666666666,0,84
240,0.9038461538461539,0,6
241,0.23076923076923078,0,6
242,1.0,0,177
242,0.8,0,109
242,0.6666666666666666,0,176
242,0.35714285714285715,0,173
243,0.0,0,226
243,0.0,0,227
243,1.0,0,228
243,0.0,0,292
243,0.2,0,270
244,0.09302325581395349,0,22
245,0.717948717948718,0,6
246,0.5,0,226
246,0.0,0,227
246,0.0,0,228
246,0.6,0,237
246,0.85,0,247
247,0.22658227848101264,0,3
247,0.0,1,4
248,0.5,0,226
248,1.0,0,227
248,0.0,0,228
248,0.6666666666666666,0,229
248,0.7666666666666667,0,248
249,1.0,0,226
249,0.5,0,227
249,0.0,0,228
249,1.0,0,239
249,0.0,0,270
250,1.0,0,226
250,0.5,0,227
250,0.0,0,228
250,0.3333333333333333,0,230
251,0.0,0,226
251,0.5,0,227
251,1.0,0,228
251,0.85,0,237
252,0.5,0,226
252,1.0,0,227
252,1.0,0,228
252,0.25,0,277
253,0.0,0,226
253,1.0,0,227
253,1.0,0,228
253,0.5,0,284
254,1.0,0,226
254,0.5,0,227
254,0.5,0,228
254,0.8,0,273
254,0.6,0,270
255,1.0,0,226
255,0.5,0,227
255,0.5,0,228
256,1.0,0,226
256,1.0,0,227
256,0.0,0,228
256,0.2,0,273
257,0.5,0,226
257,0.5,0,227
257,1.0,0,228
257,0.5,0,288
258,0.5,0,226
258,0.0,0,227
258,0.5,0,228
258,0.0,0,240
258,0.75,0,279
259,1.0,0,226
259,0.5,0,227
259,0.0,0,228
259,0.75,0,267
259,0.8,0,242
260,1.0,0,226
260,0.5,0,227
260,0.5,0,228
260,0.16000000000000014,0,244
261,0.0,0,226
261,0.0,0,227
261,1.0,0,228
262,1.0,0,226
262,0.5,0,227
262,1.0,0,228
262,0.6666666666666666,0,239
262,0.25,0,267
263,1.0,0,226
263,0.5,0,227
263,0.0,0,228
263,0.4,0,252
264,0.0,0,226
264,0.0,0,227
264,1.0,0,228
264,0.0,0,249
265,0.0,0,226
265,0.5,0,227
265,1.0,0,228
265,0.0,0,277
266,0.5,0,226
266,0.0,0,227
266,0.0,0,228
266,0.75,0,284
266,0.4,0,236
267,0.0,0,226
267,0.5,0,227
267,0.0,0,228
267,0.05,0,247
268,0.0,0,226
268,1.0,0,227
268,0.0,0,228
268,1.0,0,286
268,0.0,0,267
269,0.5,0,226
269,1.0,0,227
269,0.0,0,228
269,0.3,0,274
270,0.5,0,177
270,0.5714285714285714,0,172
270,0.3333333333333333,0,127
271,0.7333333333333333,0,169
271,1.0,0,146
271,0.6666666666666666,0,93
272,0.5714285714285714,0,187
272,1.0,0,114
272,0.7714285714285715,0,172
272,0.3333333333333333,0,127
273,1.0,0,146
273,0.72,0,175
274,0.7142857142857143,0,187
274,0.9142857142857143,0,172
274,0.3333333333333333,0,127
275,1.0,0,88
275,1.0,0,104
275,1.0,0,133
275,0.6666666666666666,0,146
276,0.9333333333333333,0,169
276,0.6,0,95
277,0.9166666666666666,0,147
277,0.6666666666666666,0,82
277,1.0,0,155
277,0.75,0,81
278,1.0,0,181
278,1.0,0,146
278,0.0,0,127
278,1.0,0,91
278,0.6153846153846154,1,92
279,0.8,0,181
279,0.4666666666666667,0,169
279,0.3333333333333333,0,127
279,0.5714285714285714,0,91
279,0.5384615384615384,1,92
280,0.6,0,181
280,0.7,0,147
280,0.5142857142857142,0,172
280,1.0,0,91
280,0.3076923076923077,1,92
281,0.5333333333333333,0,169
281,0.55,0,135
281,0.9714285714285714,0,172
281,0.6,0,95
282,0.6,0,88
282,0.42857142857142855,0,91
282,0.3076923076923077,1,92
283,1.0,0,118
283,1.0,0,134
283,0.8666666666666667,0,169
283,0.8571428571428571,0,91
283,0.46153846153846156,1,92
284,0.6,0,169
284,0.8285714285714286,0,172
284,0.5,0,136
285,0.8,0,177
285,0.8500000000000001,0,147
285,0.75,0,164
285,0.0,0,127
286,0.5264,0,0
286,0.25,1,1
287,0.8,0,128
287,0.45,0,130
287,0.6714285714285714,0,171
288,0.0,0,226
288,1.0,0,227
288,0.0,0,228
288,0.75,0,265
289,0.215875,0,26
289,0.25,1,27
290,0.7,0,90
290,0.6,0,151
290,0.8,0,178
291,0.16279069767441862,0,22
292,0.6744186046511628,0,22
293,0.16279069767441862,0,22
294,0.6,0,131
294,0.7777777777777778,0,183
294,0.4,0,154
294,1.0,0,139
295,0.43333333333333335,0,122
295,1.0,0,116
295,0.6666666666666666,0,139
296,0.7565,0,23
296,0.25,1,24
297,0.047,0,26
297,0.0,1,27
298,0.6666666666666666,0,131
298,0.4666666666666667,0,157
298,0.8625,0,148
298,0.7666666666666667,0,158
299,0.915375,0,23
299,0.25,1,24
300,0.15759493670886077,0,3
300,0.5,1,4
301,0.8356,0,0
301,0.0,1,1
302,0.322875,0,23
302,0.5,1,24
303,0.28873417721518985,0,8
303,0.0,1,9
304,0.732,0,0
304,0.25,1,1
305,0.30425,0,26
305,0.25,1,27
306,0.03675,0,23
306,0.0,1,24
307,0.29746666666666666,0,0
307,0.25,1,1
308,0.141625,0,26
308,0.0,1,27
309,0.984875,0,23
309,0.25,1,24
310,0.8244303797468354,0,8
310,0.0,1,9
311,0.0768,0,0
311,0.0,1,1
312,0.853375,0,26
312,0.5,1,27
313,0.5433333333333333,0,0
313,0.25,1,1
314,0.718125,0,26
314,0.25,1,27
315,0.016125,0,23
315,0.0,1,24
316,0.509873417721519,0,8
316,0.5,1,9
317,0.2379746835443038,0,3
317,0.5,1,4
318,0.2416,0,0
318,0.0,1,1
319,0.32575,0,26
319,0.25,1,27
320,0.354375,0,23
320,0.25,1,24
321,0.6332911392405063,0,8
321,0.25,1,9
322,0.77875,0,23
322,0.25,1,24
323,0.8715189873417721,0,8
323,0.5,1,9
324,0.2484,0,0
324,0.5,1,1
325,0.903875,0,23
325,0.0,1,24
326,0.7849367088607595,0,8
326,0.25,1,9
327,0.1112,0,0
327,0.5,1,1
328,0.107875,0,26
328,0.25,1,27
329,0.9175,0,23
329,0.5,1,24
330,0.3718987341772152,0,3
330,0.25,1,4
331,0.366375,0,23
331,0.25,1,24
332,0.6435443037974684,0,3
332,0.25,1,4
333,0.5641333333333334,0,0
333,0.25,1,1
334,0.609625,0,26
334,0.5,1,27
335,0.744125,0,23
335,0.0,1,24
336,0.12455696202531645,0,8
336,0.5,1,9
337,0.65,0,3
337,0.5,1,4
338,0.44266666666666665,0,0
338,0.25,1,1
339,0.3968354430379747,0,8
339,0.5,1,9
340,0.7745569620253164,0,3
340,0.25,1,4
341,0.51,0,26
341,0.5,1,27
342,0.8475,0,23
342,0.25,1,24
343,0.5024050632911392,0,3
343,0.25,1,4
344,0.5321333333333333,0,0
344,0.5,1,1
345,0.378,0,26
345,0.5,1,27
346,0.933625,0,23
346,0.25,1,24
347,0.3986075949367089,0,8
347,0.25,1,9
348,0.36468354430379746,0,3
348,0.25,1,4
349,0.12525,0,26
349,0.0,1,27
350,0.001375,0,23
350,0.5,1,24
351,0.3883544303797468,0,8
351,0.25,1,9
352,0.3351898734177215,0,3
352,0.0,1,4
353,0.43325,0,26
353,0.0,1,27
354,0.18775,0,23
354,0.0,1,24
355,0.19164556962025317,0,3
355,0.25,1,4
356,0.8552,0,0
356,0.0,1,1
357,0.698875,0,26
357,0.5,1,27
358,0.92225,0,23
358,0.5,1,24
359,0.2981012658227848,0,8
359,0.5,1,9
360,0.22013333333333332,0,0
360,0.5,1,1
361,0.506625,0,26
361,0.5,1,27
362,0.060875,0,23
362,0.0,1,24
363,0.8188607594936709,0,8
363,0.0,1,9
364,0.4740506329113924,0,3
364,0.5,1,4
365,0.563375,0,23
365,0.0,1,24
366,0.7606666666666667,0,0
366,0.25,1,1
367,0.1659493670886076,0,8
367,0.25,1,9
368,0.2155,0,26
368,0.0,1,27
369,0.07050632911392406,0,3
369,0.0,1,4
370,0.632,0,0
370,0.5,1,1
371,0.200875,0,26
371,0.5,1,27
372,0.012875,0,23
372,0.5,1,24
373,0.1860759493670886,0,8
373,0.25,1,9
374,0.006835443037974683,0,3
374,0.5,1,4
375,0.887375,0,23
375,0.5,1,24
376,0.436875,0,26
376,0.0,1,27
377,0.004556962025316456,0,8
377,0.5,1,9
378,0.7121518987341772,0,3
378,0.5,1,4
379,0.011625,0,26
379,0.5,1,27
380,0.135625,0,23
380,0.25,1,24
381,0.04556962025316456,0,3
381,0.0,1,4
382,0.25533333333333336,0,0
382,0.0,1,1
383,0.874375,0,23
383,0.0,1,24
384,0.4626582278481013,0,8
384,0.25,1,9
385,0.67175,0,23
385,0.5,1,24
386,0.7940506329113924,0,3
386,0.0,1,4
387,0.08835443037974683,0,8
387,0.0,1,9
388,0.5489333333333334,0,0
388,0.0,1,1
389,0.18125,0,23
389,0.25,1,24
390,0.8356,0,0
390,0.0,1,1
391,0.51525,0,26
391,0.0,1,27
392,0.08075949367088607,0,8
392,0.0,1,9
393,0.8355,0,26
393,0.0,1,27
394,0.09373333333333334,0,0
394,0.0,1,1
395,0.819,0,26
395,0.5,1,27
396,0.6348101265822785,0,3
396,0.25,1,4
397,0.7345,0,23
397,0.25,1,24
398,0.299746835443038,0,8
398,0.5,1,9
399,0.17825,0,23
399,0.5,1,24
400,0.06050632911392405,0,3
400,0.0,1,4
401,0.32866666666666666,0,0
401,0.0,1,1
402,0.5450666666666667,0,0
402,0.25,1,1
403,0.54925,0,26
403,0.0,1,27
404,0.47025,0,26
404,0.0,1,27
405,0.649367088607595,0,8
405,0.0,1,9
406,0.39,0,3
406,0.0,1,4
407,0.14546666666666666,0,0
407,0.25,1,1
408,0.09875,0,23
408,0.0,1,24
409,0.17518987341772152,0,8
409,0.0,1,9
410,0.7886075949367088,0,3
410,0.0,1,4
411,0.028860759493670885,0,8
411,0.0,1,9
412,0.246625,0,23
412,0.5,1,24
413,0.859,0,26
413,0.0,1,27
414,0.8141772151898734,0,3
414,0.0,1,4
415,0.4178481012658228,0,8
415,0.0,1,9
416,0.3888,0,0
416,0.5,1,1
417,0.9124050632911392,0,3
417,0.5,1,4
418,0.343375,0,26
418,0.25,1,27
419,0.825875,0,26
419,0.5,1,27
420,0.884125,0,26
420,0.0,1,27
421,0.41725,0,23
421,0.0,1,24
422,0.588987341772152,0,8
422,0.25,1,9
423,0.92975,0,23
423,0.25,1,24
424,0.13413333333333333,0,0
424,0.5,1,1
425,0.43088607594936706,0,8
425,0.5,1,9
426,0.566375,0,26
426,0.5,1,27
427,0.723,0,23
427,0.25,1,24
428,0.5203797468354431,0,3
428,0.25,1,4
429,0.217625,0,26
429,0.25,1,27
430,0.4107594936708861,0,3
430,0.5,1,4
431,0.84125,0,23
431,0.0,1,24
432,0.23325,0,23
432,0.25,1,24
433,0.5464556962025316,0,8
433,0.5,1,9
434,0.7644,0,0
434,0.25,1,1
435,0.596125,0,26
435,0.5,1,27
436,0.8675949367088608,0,3
436,0.0,1,4
437,0.4255,0,26
437,0.5,1,27
438,0.038933333333333334,0,0
438,0.5,1,1
439,0.80975,0,26
439,0.0,1,27
440,0.10215189873417721,0,8
440,0.0,1,9
441,0.7739240506329114,0,3
441,0.25,1,4
442,0.9117333333333333,0,0
442,0.5,1,1
443,0.182625,0,26
443,0.25,1,27
444,0.429620253164557,0,8
