id,public,accountName,stash,league
28902f1c6ded28e146ce089074dcb122f60b798b8ed14f0ad19abac9a49ad100,True,Natiiix,~b/o 2 divine,Affliction
fb798b1b696dd74db832702d53282399361d7a168be28b02e83379cda3dd8494,True,Bjornz0r,$$,Affliction
8d728626bf0bcd41b93b3ba80bd3a10774f5356c4e18b4d761fa862a0b30a2ad,True,wxsteyrself,Selling,Affliction
00c3e08fa4d0c2378f9ff64fc508f08db1428200ae45eade4ab796006bf4f681,True,Akzzhol,~price 1 divine,Affliction
8d67514428f6c630366068907e383b20ea9b8ec3e58be78347df36c83724d79b,True,mateus1422,13,Affliction
a211b0a9345fc4612dd07fc3f64fe330d9e77441d4a244c059240963811f60e5,True,TonyTonyChopper69,,Affliction
9d00eb652328a818abdbf890be36244f79c6028f12ed92be56940fc1f58a1908,True,Backwithbrain,~price 1 divine,Affliction
b44e09a9feb703314db6f4f63c4c197a82fa1d17094caa665db4c1408a5882bf,True,LoneCZ,2,Affliction
5c0c88b3f7a0eb6f7eaaa1eb557fe07860a9327696b1c7aff6b7fe71492ba914,True,Shalafi_PL,Handel,Affliction
57295fc8a14dcf031c466ed8d29758422a28ebbd400c4d2fc3150bd389d7a2fe,True,Boppie,D and even d $$$,Affliction
d078214d40f1a18fd00c2c4ec79a4c16e8739093227aeee1eb1fb799a884c3af,True,KeijoKuningas,~b/o 4 divine,Affliction
f6b9b73fe8d7a0b17584305385b70274c9bb8728c1fa61190e28de0c3b7375de,True,ghogabi,box,Affliction
fdcdac221d0ad0deb66df7a13af46f8cc54e1fb61fb7286bc30819ce40c78579,True,NEO373,3,Affliction
436a2eb9e3638c5535260ef3acc9161f203aed367433d411edcc9b0440df4b45,True,shyhulud,18,Affliction
106e7084a775f327b73887241c5dcbf24aaf1b48b8754451f1e944d651aabf33,True,391_289,S-Q,Affliction
c67d8be3fdfd52f886ec04707f20dd38050286fc6da05e20a5b5e7378ee14df3,True,LeValanche,Торг,Affliction
91b63d5f77380811243747210e6e6753100b2671c8fda38d07cd8a11ce46838e,True,HELLblazerer,~price 1 divine,Affliction
7f2061d92c321dfee238c947c8e3d4b576a6b503bd658674a51d0eb3f1109e53,True,Wolfslaw,Poison,Affliction
8a4c35a0c8fdef064d155475a50aeb1348cb82d359e2e8e58b1a05a3c70407e3,True,kowka2005,2 ~b/o 1 divine,Affliction
294a5053e36126ce6c6dbe57ee6890bc3d6861ee037df83ea3c23553b6f9dd3d,True,h0928471520,:>>>>,Affliction
660feb3c8f2321bd266c768bb1c5533ebc888c521f1e357445e379d70ec47141,True,2DDmitrii,Еее деньги,Affliction
25939dd7d8a96a6d9207754739c08d07d797fc7342932097b8ed54b1c9b702df,True,kamil127,Sklep,Affliction
000405aa4e92c1bd23a60a16357ae0600d0134b90960f9a65a729606b06d81dd,True,bareza,9,Affliction
67d4ef13db315a291f64ed61083e4cb0aff30c8691e5ac3081d412fc32e24d2d,True,st877312,Sell,Standard
afa1b8079af9ef1e9ac43954ffbc88f8840d7fc6dc224aa8ab541bb73467950a,True,st877312,Sell,Standard
1d9436aebb4270048106507963fbae13c5e54293184e010216d672990c29dab7,True,SaviolaPT,Sell,Affliction
3c6f921df544df555682f7f31ca6ae84e07eb5e5317a2d2c0a9b1309d9499e66,True,mrhuyneat,11,Affliction
4e1582246b050fcd51e5e258aac3eded4f5a6ceff24f6f6a8ae03aacabcf613e,True,Äkulu,~price 1 divine,Affliction
e1ee024bf6d9ec33394748ab5bede0ea04dbb0a0ad41b06cf9aea5e8efb5106d,True,BigBad1981,V 4,Affliction
d45f766cc9199aa3406bf885d8228c34253b1a46e387bd0eae620ca0dde86390,True,Motherbread,"Strand maps, 20% quality",Affliction
96b8491a939b1ba882eabac9402c8d244a832afb6f132b9f842132cd4a294d21,True,H4nnk,SELL,Affliction
89edeaf2bc7e91f90db97461432f8ac2c0d86ef9bb718975b8c6ba67031583e5,True,Shakeds,T3,Affliction
b80082530292db377499455feb62e2427d02d04e36c5185c0cd30a8406a918f1,True,HerculeeZZ,Trade_4,Affliction
96a700fcb326838bd3d4e50b1929e63e15003ee2751e7c7c1b49c75103c80447,True,D3ATHKN1GHT007,~price 50 chaos,Affliction
33a7973e1039b485e16efc9b017aa50c5227b85e47262e5c4a72218842823d0b,True,제토쓰,~price 100 chaos,Affliction
efc01457c313483b2c7ed5055725a6a0baeb3c111bcd72f6a46abc85144a300b,True,bojekakonxorow,~price 1 divine,Affliction
6fd549884ce248490b2e9b26b75d7c38938246ae42113cddd3bf1209b1f39345,True,Fanu19,4,Affliction
bf4885159f7e2d66db29af8afbe97d2402abfcc592bc6cf4f3156cf06983bc59,True,LeValanche,Biggus,Affliction
ed59f2e397a3bc9a239142971d018a958b5158f24e9b2cdd82672a96f57f04f5,True,Dare12,Sale,Affliction
2698fcfcc765d51345fd577f4080cb3eeb0ee842126a2110ef33d1dde739113a,True,Nechong,SELL,Hardcore Affliction
ac43cd22a6258ba6bd42467b61d2b209c81b5d77e4912b4bb14422976e84baff,True,pietrinhow,,Affliction
9342a52126958c25b6838c2cc4a4c6b6588ad1a79ddd3e1ca0fa93275a33ca01,True,go_ober,,Affliction
be1144bf7ffacd70b0c99df57aeeb2002797e0b3fcbec9071a98d1615c4fa329,True,Andru13O9,2 key,Standard
3ed8a7f90873e3dcdb27e8c4ec9b1c19fdb99df8c13411c29309d7aa0faefed9,True,Andru13O9,~price 0.9 divine вневременные ,Standard
eb595d47f9096871fed2085f2f7aba7129f8bfb6aef9e538b0c16c6f9db21b27,True,CogitoErgo5um,Stary gear,Affliction
d08844743a9b358074dabadd17476cb1c2d9f4995556db567d51940460e35574,True,KoalaDestroyFace,~new$ell,Affliction
412674e6760cacb63ae6eff2a871835030a67bb0b3f579fa07903b8a6099c41d,True,pokalechen,Sell,Affliction
37aee557d7003510b52bdd5c0c49233b39d0aa04f16a74a1a4285e685aeccb55,True,Sir_Behemoth,$$$,Affliction
707458061352e3775495ff89ab6c0aced2445ba1e1553c219a80113754210ab5,True,Tuutzi,-%%,Affliction
0c3a9d6231dc8c374368db25c51b99987c71304a460cb5e93b8b5750eec1f1ce,True,pionerizka,shöp4,Affliction
71afc7ea176579199b4028f8376c913f42b7e018274a802621169bbf76001702,True,TW_Plumes1227,~b/o 1 divine,Affliction
c08714156e3bba0e600314081c6ece09d4545032cad29802d803339004e87825,True,Akenoth,~price 4 divine,Affliction
3748c9c2b0ca2e83adda0bad31732c7d7d8a201248f65910581e60e4e7ede787,True,Akenoth,~price 3 divine,Affliction
0b50df7e2962eb8cafc327d788ac09acd4b803a95b6c6e1b481457c5030d7205,True,Akenoth,Unholy,Affliction
faefb2bace63bc14c411004d82f894426629e148ec5d2692a66573792c2d0c7c,True,Akenoth,~price 1 divine,Affliction
994e02cf75629febab83f74cd6b1445d515f16cc6dbc2c85b4f706995a5a9a56,True,Akenoth,~price 2 divine,Affliction
32fc3cc47ccc01ef56dfed13b92b960890762e0c3f410fff5d503700481837a7,True,Surok88423,tr1,Affliction
6850a1b6bdafa4b11a05fe79357b2f2b38407229b2f9667829850408989f8db1,True,Surok88423,~price 100 chaos,Affliction
627729cbb3422a3ce0147eae98ea10b3e69578fde814752bf0876b1e218190e7,True,ahshiaaaaatov,~b/o 4 divine,Affliction
e327425f1de200767e04600b7428da3e1da58df48557a01374b9d7851e6dfb2d,True,Destruktor2594,6,Affliction
69bf91a6ac98a0d6bed4c4ee8067d539c4227dac6ef728f49d5d1c72d973ff6e,True,Spatzel49,4,Affliction
085f7909dd092c9b3109edb07309c6f79bcb8e6be36d41a99b1ed547beb9a58f,True,Yarinn,$,Affliction
200ca6fbcbc5a864dcf0e9e608e4b00ccf7c18d8bb77d04d26645f1a97749206,True,beelenmarc,~price 3 divine,Affliction
cde1d12998ed7ed552c655edb8bab2eb52a808ed3da5e71a991ab96abd62ce90,True,김푸욱,거래소,Affliction
6ae49958614c8b42943bf8d1580f1cf65312e22cca7dd151f9b5bb040ea43c41,True,Sarevvook,~price 25 chaos,Affliction
e495aad4a2071822df919182e7e65f6eb18cfda1cbdc9f9899e103cb5963e2e1,True,lolu,~b/o 20 chaos,Affliction
d631618a51cb958ea7d0a2bc1eaf751c4f7b9417aca036832887463e3c7f1e6d,True,gabriella88,RF GEAR,Affliction
5779a3714d7d02b5334e9b7f2bd7a83c5d79bcc5b05391da9a4a367e2ad7ef9f,True,LordFimba,SHOP2,Affliction
ae3b4a3c37046b8323007f81c41d7b74c0355a4a81077ac46887058b111f74de,True,ThisOnlyOneGuy,15c,Affliction
cc56ceeed41bac5c1d90cd7314a494e89879e3260ec400fe8e51ffb17986dd4e,True,goordt,~price 1 divine,Affliction
67344ade7620815a5895149c910bd14cf6b4c3da0e3816c3f48019a1e0808315,True,t78902,高3,Affliction
1fdda6a94d88632ff25f21480474ef4d3efd9846d01f9243d5dd48ece4f8e733,True,uNiAero,Sell,Affliction
42cee8fef7ad1b4c0973781e92ca85bea8cdf751dd0dfd29e678f9c3a12333ab,True,momonami5,Loot Addiction,Affliction
7d26e01fc67938d782f51e14f293df3e4a6a4eda77cfc088233e20b980b56326,True,Praimfraya,~price 4.2 divine,Affliction
a9ee4dd412488842ec079aee0ba0bd646f267f6ed73c3ba504a531c2c1d0c46e,True,batistareality,~price 1 divine,Affliction
53d0b9d4112218a4c0b062ac6aec0552fd367658e56221afaedfab371248b8f5,True,batistareality,~price 3 divine,Affliction
13474809b975d189b779563b9f0941cdc8ff267620729558be9aeb5d69d30b1d,True,Feiton,,Affliction
536e4aea91653751c7b0bfa95cc01ece678db8cd2292e644b83350acc9470a8f,True,SnFseller,If you want to haggle piss off,Affliction
97b7fd9612c510a40c4b0f2183c859c699d6bf795a1806b0048b5a6a3bc0b555,True,18TheRock,$,Affliction
5c29a54f2000ede2debafe8b7a83053cf2c1e2f773c3295350d72b0eaa03b478,True,TeamSpeck,~b/o 2 divine,Affliction
8d81b8967dc70275a990a5bbca3614dfb34237cc82505cddd5189b6508a78af2,True,Beerweezel,~price 1 divine,Affliction
6254b9589717a288d1dffdf13cd4240e45b80a3526890cbfdccf1948c6db5622,True,Shkodist,Торговля,Affliction
b8fb80f2221c477e4f80e52039e1c564162497a1fdd78829bdb7374fc4140392,True,otrococat,L,Affliction
d339161eeec421b295dba27c84bd988ecb96e08d4e9adcbcb158e1123519a1eb,True,ksuuv,$$$-7,Affliction
80705590b02969889e63cd1f40830055d543c13e06be60de589910f3335ae942,True,megasamurai,sales,Affliction
518e883f75b330b535cdbbdc1e3d64366da84343ce84dc792cf76bd0225569bb,True,Jasc781,sell,Affliction
c8d8a710bbe0fc3e3dd014ee998a9d3f861e0a936dc7387746354434aabd668a,True,홀라당,팜 ,Affliction
3296701097b0512661317748f8631c2d2a18a81427393ed2a846b794058c27c6,True,Swardstal,~price 195 chaos,Affliction
4e1fae2b86c042394303f11e2519c4475ab5c25f293bca2b88b999dc42350377,True,coolzero76,ventes 1,Affliction
908c2347c00dbfdb2887498d7bf7cf9e012e5174d25b86064117e47ead0bd9c1,True,PathOfColorado,$1,Affliction
2288226b5130a44cfc4b7816fe90c6e72729d82d6d56a276cff9e89237c8db17,True,Rantun,~price 6 divine,Affliction
4a2461e05e8ecca567affbfed5a72cb5839c9cfe2b6964c84b255826d4b3e278,True,Frezu9,~price 10 divine,Standard
7be090c5d03bb6878024daee1228febf725f60f4b0bbb994dff03c1a6243b178,True,Horticultural,£££,Affliction
ff3418b37c36d1ad8a69e8218aada53cfa8a5873f01d9cc67f9f5a57d6f9b3a3,True,Blytzz,For Sale,Affliction
a8be413696df34c065f12f2e87d1fd5387e2b06513b61b466ff1342c3d56df3f,True,Loboto,2,Affliction
75b867708bfa0258901043f9e1ecff430ecc11804706fd56d691fa04c103a45a,True,IRoForI,Trade 1 slot,Affliction
6fb03d17abb9f2098177c626e91bb395740dbcdb41f234697a38162426340dfc,True,Philey,~price 45 chaos,Affliction
3f2bc8d562b826322563e74d2d96538ca7779d1ed55212492166f9e42821838f,True,Yalaseya,$222$,Affliction
a77eba6c6bf1862f63d2f6c020e150305b2d560e888440359f5e351762cd59a2,True,AkhilBTW,Currency,Affliction
bc5dc5edf7a96b7ebeaea3bcc1040f73572ee4af259915546ab4868c37dc9fea,True,canercetin,Quad,Affliction
7685a1d44025960e3938815523c2a8eb115d1e28980c030f3789ab9617600971,True,nekit_amg,~price 50 divine,Affliction
5ef9d578fc47a90450e3c5d60050a332760d799e5cb1570b39204895a7acacdb,True,Janoisa,~price 100 chaos,Affliction
a2e5e3a1c96ca41888616a489fd4b56f42a7704e31299aebedf7fdf69ad4e86d,True,Jabril,S$S,Affliction
d1d983e4b3b6cad6543e33236844d0e17299391d8df8127f25c1b25a2e6692d2,True,Main_LorD,SELL,Affliction
4420fca2136d6ae6bd2b0acc84a090feb769b04549a54930a0f0a6fc4e3c6ae2,True,undeadlyfan,Pupupupute,Affliction
77f4cda81286cbc3f49cdfb190be537b245365b0b6564cf78c38c83a4ead8810,True,True_NoSelf,Продаж 3,Affliction
a9f5b99b1d9284a582ffb2950408e31bc33c34b83494504138abf2a3feb522c5,True,bambovan,~price 1 divine,Affliction
8228711212073e621b6b131ba276c91e0068f92c84c0ac482ff918710edd2dde,True,ivalbd,~price 1 divine,Affliction
acbcde224c705b058b7ed51cc1cf1c729849b81a6ea2f0e51267c80042190c81,True,muggmann,gg,Affliction
0245a9da52319c4dffaba78fe7172a78b3de797d3edb11a92529e2f693403bae,True,Zdzichuus,~price 60 chaos,Affliction
b7fcbdef9097065a9f16d4fde93a2fc84db8d342a16dea6616e0315c118c188a,True,I_w0nt_die,8,Affliction
89dc91496bb24db06d439b91cb8c07b881fc9cf9cf134264e7bb0f72cf4cf61e,True,dffalt84,shop,Affliction
c926b9d9567ebfcfff371c11d0329b7bc74a37266e7e30ef76e7cd83b6f136d2,True,ТварьПраституточка,бабэстус,Affliction
6d7d2d9513e6297a0a129120d84c2d12b1953ed8f84878630d1430d295c33c4a,True,히플o,1,Affliction
5476ec55239682e6664011d715af9ff9d3740c089463fd13726b35a6db0c18c9,True,DaBaschde,Lo2,Affliction
ea7284ec22337b2745c7264a660f918e1a5f36bc82cec571cf1ad52379c3f248,True,Intwine,Sell,Affliction
5b1cee5cf1fd1de35c9f7a24957d1991a492a85cccb55ec6aa142ecb582c7304,True,weed_lem,$,Affliction
610a96a59c14d122430c270f82a8aa077cf41dec7745e6bc832141d61856e38d,True,Jekkaas,Всячина,Affliction
e7aa5a5112a8fdac5d9be4463727a35c37fdbddfca984cd1f806ed1e94e6ccb1,True,ДимаБуйницкий,price,Affliction
0bdfbc2019cf0f4f0ee81571b330de6acb7fef0a5a4514590ffe40894ca2517b,True,farbas82,S,Affliction
0dba6231f58ee06c7d1fde2d25988b1de07b3cd054343fe808eae04baad29914,True,KingConde,DROP,Affliction
dc05d7c3384329594fb15efb6b7891bcd30a4932957da7601dc5b39af7a42cac,True,VonStromgard,Sell,Affliction
51ccc18e57e47ba86270e5f050167182a6960b3eec6b44e1d1954b41d27940ad,True,barssydd,2,Affliction
c88824a34b787c497cf0f1a6cd346c615f7e4bfa74dd8737ad5becd69425c1d1,True,KeSSeK_,Sell Dimas 2,Affliction
b1b34caf431193298a3661cdc022ec3929b9a7736c936ef8f7401e67645fc7d9,True,Jendorian,sell2,Affliction
a604b5a28edfdbdb259f03f78fcdd5708600409092d8325d76f55c6eff37c461,True,deafoll0,trade,Affliction
58fc5b114948927fdf6a1ee67fe7d8c3051492a7b9e5858e00381e4775c87c53,True,beelenmarc,~price 5 divine,Affliction
1c724f886728cf0c289e668f2c4589f6fdb5cf1019704104f1ce4de0cfa0cd5e,True,ForgotMyHumanity,pREM,Affliction
de7d3521c6d23ba7db1702fe5672d3cfb2d5430bd89fbab1078aed24a25b92b5,True,lol133722840,ТРЕЙД,Affliction
9a9a035d362519f9dbb924eb6befe9e203e845b8b9d4533039e2efba3b9cdb43,True,Monk_Y,SELL,Affliction
6129a0c159a0b0a44183059e099bc53e942487213e8e5b45c31f32d6e0240950,True,paparothy1,4,Affliction
36fb813b683b8eed92cf109fd231ab98e5d583e02db5adaf0946adf966851e72,True,DreGoMan,Trade,Affliction
6f498c94a769c00c9301b939646b5c7d843947f16a082970ff400e92ab01d78f,True,BT_Phoenix,Selling,Affliction
a60301b799354c359a2e6bc4cb1c5d57befb247382d93431a82b414d675816fb,True,bobbyiLiev,EXALTS,Affliction
c75c003be30b15e1894d3f54fea58b7481bccf952b65af8ac4828463eb8f806c,True,MiseryDash,$elling $hit $$,Affliction
905e7a596fb04e63dff9b30c478b91b24718aebf773af0a7369c7d27c03bb4fe,True,Kirill_Kaifat,S,Affliction
0970836df1074eb1e87fb70ab64dd49f52e2d43b44230d01bc4641a9f1a99bfc,True,peston,~b/o 5 divine,Affliction
7006ae5a6ee8d79395edd7265ac259ce7eb620458edabd371369c66751f51c8c,True,Usernamelul,$,Affliction
397e83d860199e0b5acbec68882677b22a8517bf3b111466fb6792e8de0e3dd9,True,Stalka1,6,Affliction
03346100bdba97465b4d15cd340de3d1cedfed95d6a4ef5bd2f6b2784f60a2f3,True,Kolraz,AH,Affliction
95740c7749324505db66c04b44b6af7d486f70d364689c815be1f6d692aada58,True,KakaoKakaoOOO1,~price 10 chaos,Affliction
cf16450716fc0f579ac7465a6e35069360d80b30a55a19bf5c2d976f47c536aa,True,No_okz,P3,Affliction
9e01f1b91c930984fc49e9e9e27b4a5fb735ca2d875ecfd0f642fe4f7f340fb7,True,Segimente,~b/o 100 chaos,Affliction
2b6a087266050fc151ee005e6b6facdd3d323f761ab0b097c445636d4142264a,True,Lotgards,Рынок,Affliction
2aaab96f11b9e39a1b3a913c9f269cab1ad4d81789ccefa27c567f83fc31fb9f,True,nordfog,~t~1~,Affliction
2a40a6873359772c482256a3ed5d0ca4a4b7749f0ed0655ebd01ee0b83abf405,True,JoExotic,Trade 2,Affliction
75f9e9bbd03a4005412b76909736514a7d917a1cbb04ce3c1d73b4639069c4f5,True,kERu73,~b/o 20 chaos,Affliction
8b9c04b3f8d6ec1f89b6038f9818f01e518c16da65e02bd8ca9e3f818309f387,True,i71558599,~price 1 divine,Affliction
f58034cd7e2567b7ba09da17d1921b66f7ef56c6cf06559112cecd7f9ea95bfd,True,JohnnyKiII,✪$ SELL -2- $✪,Affliction
e928f56806c9482d29606733e0d13f76101f734579c3cdcf2d10edf64b599c9d,True,NocturnalRs,SELLS,Affliction
6d6229552251fddd2d9b3fc2a0f741ae4095e07399cfa2ee0c4d10b65cca5c8f,True,arcg97,AURA + MANA BOT,Affliction
2c889b9de185125299c0b8ad3fa8e0702f853cd8b79b9856220472e2564d97c6,True,Kelebro0321,Гучииии,Standard
549a2ba600124cf455ffa3fe473756c911b3c121107a2a34d2ce0cf6f080559a,True,noobiestnoob,SHOP,Affliction
e1ad4520b904ccef37eb0bd52e7d55b9a1362441a6b9ee0f57e8226bf040121f,True,BigShade,Sale1 ,Affliction
a0aec1ac17a65601374c63ab22e8f8aa344dbd365d5d58af9712a8ee0dea2740,True,achtbitgameboy,~price 1 divine,Affliction
3351b54f9ef15c02a377530650682ae006f624b0b63ad41e6ee54dcb30226e53,True,TheTabKey,U,Beach bottom boiiz (PL44280)
a0c1243f92e87b514153537562b6eac6dd45fdcd6684ecd67847244927d2ba6b,True,Violente,S3,Affliction
07acca5c0eef2916e557563464e95f911cb3360fbd07a69a7360903bd6f4448c,True,weißnich,$,Affliction
